term,papers,category,secondary,model,prompt_sha,created_at
identify tourist practices,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839102+00:00
forecasting potentially recyclable waste,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839106+00:00
system implement advising,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839110+00:00
inform consumer,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839115+00:00
facilitate second-hand markets,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839119+00:00
drainage improvement,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839123+00:00
strategic development adaptation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839127+00:00
accelerate csa realization,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839131+00:00
contribution to wealth,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839134+00:00
regulatory role of alpha 4 integrins on t lymphocyte-antigen presenting cell cognate immune interactions,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839138+00:00
improving environmental management,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:03.839142+00:00
inclusive growth,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260197+00:00
growth management,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260383+00:00
operating condition cultivate,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260392+00:00
measure waste circularity,1,methodological_knowledge,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260400+00:00
institutionalization of concept,1,governance_institutional,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260406+00:00
knowledge about sustainability,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260412+00:00
stimulate innovative practices,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260463+00:00
improving law enforcement,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260471+00:00
unified global approach,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260478+00:00
increase production and circularity,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260524+00:00
foster entrepreneurship job creation,1,economic_business,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260542+00:00
sustainable framework,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260563+00:00
supramolecular chemistry,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260571+00:00
new use,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260588+00:00
insights on benefits and challenges,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260595+00:00
resilient transformation,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260600+00:00
analyse cooperation and competitive opportunities,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260607+00:00
reshaping societies,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260612+00:00
redesign food systems,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260617+00:00
circular economy concepts sustainable energy circular business models,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260623+00:00
enabling circular industry,1,material_technical,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260629+00:00
recycling clothes,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260634+00:00
green leapfrogging,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260648+00:00
intensive and sustaining use,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260656+00:00
simplify waste sorting disseminate circular economy,1,material_technical,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260662+00:00
reshaping economic models,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260668+00:00
regulatory enhancement,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260685+00:00
societal goals,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260691+00:00
analysis of development characteristics,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260697+00:00
photophysical properties,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260703+00:00
research paradigm selection,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260709+00:00
financial performance integration,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260716+00:00
fiscal stimulation,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260722+00:00
zero-emission of organic wastes,1,environmental,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260728+00:00
avoid misleading claims,1,governance_institutional,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260734+00:00
evaluate development status,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260740+00:00
knowledge overview,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260745+00:00
co2 footprint reduction,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260751+00:00
understand its formation,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260756+00:00
positioning charging stations,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:06.260762+00:00
collaborative learning,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181732+00:00
system-vector development,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181838+00:00
waste storage,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181857+00:00
financial independence,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181864+00:00
value chain integration,1,economic_business,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181872+00:00
disseminating ce perspectives,1,social_behavioral_educational,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181878+00:00
resource reservation,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181883+00:00
strengthen control functions,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181890+00:00
analyze involvement and educational initiatives,1,social_behavioral_educational,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181895+00:00
symmetry breaking,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181901+00:00
policy reconstruction,1,governance_institutional,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181906+00:00
list the challenges,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181911+00:00
minimizing loss of raw materials,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181916+00:00
plastic degradability waste valorisation material enhancement,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181921+00:00
lactic acid,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181926+00:00
improve methodological roadmap,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181931+00:00
closing urban cycles,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181936+00:00
fostering learning,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181942+00:00
energetic performances,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181947+00:00
unbalanced management development,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181953+00:00
minimize critical impact,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181958+00:00
improve systems thinking,1,methodological_knowledge,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181963+00:00
waste management evolution,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181971+00:00
improve environmental economic,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181976+00:00
enhance sce performance,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181981+00:00
rematerialize political calls,1,governance_institutional,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181987+00:00
sustainable circular management,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181992+00:00
influence campaign success,1,social_behavioral_educational,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.181997+00:00
product adoption,1,economic_business,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182003+00:00
design thinking model,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182009+00:00
reduce primary resource requirements,1,environmental,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182016+00:00
reflect transformation processes,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182021+00:00
mineral resource scarcity impacts,1,environmental,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182026+00:00
identify barriers to ce linkage,1,methodological_knowledge,economic_business|social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182032+00:00
biomass cycle mapping,1,methodological_knowledge,material_technical|environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182037+00:00
foster environmental citizenship,1,social_behavioral_educational,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182042+00:00
energy recovery soil amendment,1,material_technical,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182048+00:00
environmental consumer issue,1,environmental,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182052+00:00
analyze awareness practices barriers,1,social_behavioral_educational,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182060+00:00
increase recyclables circulation efficiency,1,material_technical,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:09.182065+00:00
minimal resource utilization,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673726+00:00
integrate circularity into ship design,1,material_technical,general_cross_domain,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673816+00:00
resources-conserving,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673825+00:00
repurpose as material,1,material_technical,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673832+00:00
joint value creation,1,economic_business,social_behavioral_educational,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673838+00:00
consolidate inquiry,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673845+00:00
increase circular reporting,1,governance_institutional,economic_business,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673857+00:00
overall optimization,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673866+00:00
electrostatic potential,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673872+00:00
sustainable development management,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673878+00:00
modelling circularly oriented environment,1,methodological_knowledge,environmental,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673885+00:00
production process monitoring,1,material_technical,methodological_knowledge,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673890+00:00
perception and barriers,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673896+00:00
optimizing flow,1,ambiguous_context_required,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673902+00:00
energy transfer efficiency,1,environmental,material_technical,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673907+00:00
improve social environmental economic performance,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673913+00:00
support circular objectives,1,general_cross_domain,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673918+00:00
novel perspective,1,methodological_knowledge,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673927+00:00
groundwater contamination prevention,1,environmental,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673932+00:00
understand household perception,1,social_behavioral_educational,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673942+00:00
price stimulating circulation,1,economic_business,governance_institutional,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673948+00:00
corporate profitability,1,economic_business,,google/gemini-2.5-flash-lite,745390efacba,2026-07-16T08:20:11.673953+00:00
