term,papers,category,secondary,model,prompt_sha,created_at
market platform,2,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784469+00:00
depolymerize,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784477+00:00
concrete dosages,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784485+00:00
intrusion processing,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784492+00:00
theory of change,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784500+00:00
blockchain multi-agent system,2,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784509+00:00
data envelopment analysis material flow analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784516+00:00
anaerobic microalgae membrane,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784528+00:00
nanocarbon synthesis,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784538+00:00
struvite crystallization,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784545+00:00
food fortification,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784553+00:00
comparative law,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784560+00:00
multidimensional comparative analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784567+00:00
propensity score matching,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784574+00:00
life cycle inventory,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784582+00:00
thermoforming,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784589+00:00
functionalization,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784596+00:00
remote sensing,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784603+00:00
biosilicification,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784620+00:00
descriptive exploratory method,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784627+00:00
coordinative chain transfer polymerization,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784635+00:00
biomethanation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784643+00:00
structural design,2,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784649+00:00
melt compounding,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784656+00:00
multidimensional analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784664+00:00
in situ mixing,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784670+00:00
negative binomial regression,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784677+00:00
circularity monitoring,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784684+00:00
factor analysis cluster analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784690+00:00
inter-organizational networks,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:20.784697+00:00
performance measurement system,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443921+00:00
value flow analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443961+00:00
literature search,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443968+00:00
documental analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443973+00:00
paper recycling,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443977+00:00
experimental data analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443981+00:00
predictive maintenance,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443985+00:00
whole life carbon assessment,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443990+00:00
analysis synthesis classification,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443994+00:00
nutrient assimilation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.443998+00:00
qpcr,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444003+00:00
dea-malmquist model,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444007+00:00
yeast cultivation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444011+00:00
molecular dynamics simulation,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444015+00:00
cryogenic separation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444019+00:00
design analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444024+00:00
wms development stage concept,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444029+00:00
catalytic glycolysis,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444033+00:00
systematic framework,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444037+00:00
ecological economics,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444041+00:00
just transition,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444045+00:00
vacuum impregnation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444050+00:00
taguchi orthogonal array,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444054+00:00
quasi-experimental design,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444058+00:00
green marketing,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444062+00:00
ab initio calculations,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444066+00:00
bibliometric and text-mining,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444071+00:00
supramolecular method,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444076+00:00
genome-wide analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444080+00:00
economic impact analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444091+00:00
expert interview,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444095+00:00
paradox theory,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444099+00:00
adaptive re-use,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444103+00:00
pervaporation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444107+00:00
aqueous carbonation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444112+00:00
hydrodistillation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444116+00:00
experimental campaign,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444120+00:00
two-stage model,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444124+00:00
enzymatic activity analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444128+00:00
organisational life cycle assessment,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:23.444133+00:00
q-methodology,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938480+00:00
taxonomic techniques,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938524+00:00
ex situ carbon mineralization,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938532+00:00
market design analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938537+00:00
attitude analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938544+00:00
mushroom cultivation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938549+00:00
pyrolysis koh activation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938553+00:00
gioia method,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938558+00:00
preliminary analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938564+00:00
qualitative review,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938569+00:00
fibre-to-fibre recycling,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938572+00:00
beach litter surveys,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938577+00:00
bending tests,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938581+00:00
electrohydraulic fragmentation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938585+00:00
matchmaking framework,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938588+00:00
cournot model,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938593+00:00
fabrication and characterization,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938597+00:00
ohmic heating,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938602+00:00
phytoextraction,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938605+00:00
survey statistical methods,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938609+00:00
cone calorimetry test,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938613+00:00
random forest,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938616+00:00
thermophilic anaerobic digestion,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938620+00:00
system coordination degree model,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938623+00:00
calcium-phosphate precipitation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938633+00:00
business process reengineering,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938640+00:00
material reuse,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938643+00:00
structured interview,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938647+00:00
waste-to-wealth projects,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938651+00:00
submerged cultivation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938654+00:00
dpph and frap assays,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938658+00:00
multi-robot disassembly,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938661+00:00
hydrometallurgical pyrometallurgical bioleaching electrochemical,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938665+00:00
ai and iot,2,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938668+00:00
cogeneration,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938672+00:00
film characterization,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938676+00:00
co-amendment,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938679+00:00
ols regression,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938684+00:00
agent-based approach,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938688+00:00
electrochemical recovery,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:25.938691+00:00
legal assessment,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222561+00:00
case study design,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222622+00:00
fuzzy network data envelopment analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222632+00:00
pressurized liquid extraction,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222641+00:00
toxicological risk assessment,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222649+00:00
fuzzy method,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222657+00:00
ball-milling,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222665+00:00
composite indicators,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222671+00:00
data review,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222679+00:00
software development,2,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222687+00:00
combustion and anaerobic digestion,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222694+00:00
descriptive cross-sectional design,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222700+00:00
literature review data analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222705+00:00
gastrointestinal digestion,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222711+00:00
circular economy pilot projects,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222719+00:00
user study,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222726+00:00
semantic analysis,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222732+00:00
biostimulation,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222738+00:00
chi2 test of independence,2,research_or_assessment_method,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222744+00:00
hydroalcoholic extract,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222750+00:00
bioethanol production,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222756+00:00
electrosynthesis,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222762+00:00
membrane-based processing,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222767+00:00
ring-opening metathesis polymerization,2,material_process_or_technology,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222773+00:00
cross-industry model,2,ambiguous_context_required,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222778+00:00
resource circulation model,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222784+00:00
circular value chain,2,systemic_or_organizational_practice,,google/gemini-2.5-flash-lite,87ff8f55a8cc,2026-07-16T08:06:28.222790+00:00
